DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7202015,0,40.4,-108.52,1015.3,16.6,4.9,10.9,227.6,4.6,0,45.90972454
7202015,1,40.4,-108.52,1015.5,15.5,2.4,10.6,256.4,4.5,0,41.2900625
7202015,2,40.4,-108.52,1015.5,14.4,0.8,10,290,4.6,0,39.51443756
7202015,3,40.4,-108.52,1013.4,15.2,1.9,10.4,286.8,4.4,0,40.61655341
7202015,4,40.4,-108.52,1015.5,14,2.6,9.8,301.2,1.5,0,46.13019332
7202015,5,40.4,-108.52,1014.4,13.7,1.4,10.5,303.3,2.5,0,43.17212868
7202015,6,40.4,-108.52,1015.6,12.7,1.8,10.2,352.4,0.7,0,47.42158421
7202015,7,40.4,-108.52,1014.6,14.3,3.2,10.6,202.9,2.1,0,47.20969155
7202015,8,40.4,-108.52,1016.2,15.6,3.9,10.2,24.5,1.4,0,45.62102082
7202015,9,40.4,-108.52,1016.1,18.1,4.3,10.1,10.2,2.8,0,40.04759362
7202015,10,40.4,-108.52,1015.4,20.8,4.5,10.5,39.3,3.8,0,34.34519779
7202015,11,40.4,-108.52,1013.3,23.5,4.2,10.2,31.5,5.1,0,28.53966085
7202015,12,40.4,-108.52,1012.5,25.4,-0.7,10.8,0.1,5,0,17.93861083
7202015,13,40.4,-108.52,1010.4,26.4,2.1,11.8,161.5,3.4,0,20.69968404
7202015,14,40.4,-108.52,1008.7,27.7,0.4,12.8,238.1,2.8,0,16.97536181
7202015,15,40.4,-108.52,1009.8,28.7,1.7,12.9,7.3,9.8,0,17.58987081
7202015,16,40.4,-108.52,1008.5,28.6,3,13.2,329.1,10.3,0,19.40862725
7202015,17,40.4,-108.52,1007.4,27.6,3.5,13.4,7.8,3.4,0.06,21.30993234
7202015,18,40.4,-108.52,1004.3,28.2,3.4,13.9,303.6,7.6,0,20.4340021
7202015,19,40.4,-108.52,1007.6,26.3,4.1,12.3,300.6,9.7,0,23.98899892
7202015,20,40.4,-108.52,1009.1,24.2,4.6,11.8,292.3,8.7,0,28.14316082
7202015,21,40.4,-108.52,1010.8,21.2,5.1,10.8,297.8,6,0,34.94623035
7202015,22,40.4,-108.52,1011.2,19.1,6.7,10.7,278.1,3.1,0,44.44045143
7202015,23,40.4,-108.52,1010.8,17.7,7.9,10.9,275.8,4.2,0,52.65905039
7202015,24,40.4,-108.52,1012.1625,20.64583333,3.2375,11.22083333,200.7583333,4.666666667,0.0025,31.72576116
