DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7192015,0,40.4,-108.52,1013.2,14.4,9.5,9,217.5,3.6,0,72.41469858
7192015,1,40.4,-108.52,1012.8,13.3,9.6,8.8,224.9,4.1,0,78.29499496
7192015,2,40.4,-108.52,1013.1,12.8,8.9,8.6,210.4,4.9,0,77.16986354
7192015,3,40.4,-108.52,1011.1,12.2,8.6,9.2,197.3,5.5,0,78.65553741
7192015,4,40.4,-108.52,1012.1,11.7,8.5,8.8,189.5,7,0,80.74049319
7192015,5,40.4,-108.52,1014,11.9,8.2,9.5,210.6,5.9,0,78.07815673
7192015,6,40.4,-108.52,1014.4,12.6,8.4,8.7,206.7,6.2,0,75.5869036
7192015,7,40.4,-108.52,1015.7,13.8,8.9,8.4,211.8,2.3,0,72.30202319
7192015,8,40.4,-108.52,1016.4,15.4,9.9,8,73.8,1.5,0,69.74891718
7192015,9,40.4,-108.52,1017.9,17.3,10.3,8.5,28.4,2.7,0,63.48460271
7192015,10,40.4,-108.52,1017.9,19.5,8.4,8.7,56.7,2.9,0,48.68216224
7192015,11,40.4,-108.52,1017.7,20.7,8,8.4,45.9,2.6,0,43.99340236
7192015,12,40.4,-108.52,1017.2,22.6,6.3,8.3,130.6,4,0,34.8719165
7192015,13,40.4,-108.52,1015.6,22.6,6.3,9,326.8,6.6,0.03,34.8719165
7192015,14,40.4,-108.52,1013.1,25.2,5.7,10,206.6,6.5,0,28.62412933
7192015,15,40.4,-108.52,1013.8,24.3,6,10.4,325.5,8.5,0.01,30.83490219
7192015,16,40.4,-108.52,1012.2,24.6,6.9,10.7,323.1,4.5,0.03,32.22380707
7192015,17,40.4,-108.52,1012.2,25.4,5.1,11.3,357.4,5.5,0,27.13174799
7192015,18,40.4,-108.52,1010.2,26.2,4.6,12.4,347.7,4.7,0,24.99109269
7192015,19,40.4,-108.52,1010,26.2,2.8,12.6,346.2,3,0,22.01495793
7192015,20,40.4,-108.52,1010.8,25.3,2.7,12.3,350.6,3.3,0,23.05428827
7192015,21,40.4,-108.52,1012.2,22.1,5.8,11.7,172.2,5.6,0,34.7259393
7192015,22,40.4,-108.52,1013.3,20.4,7.3,11.5,177.9,7.7,0,42.72439257
7192015,23,40.4,-108.52,1014.6,18,7.1,11.5,206.4,4.8,0,48.92851712
7192015,24,40.4,-108.52,1013.8125,19.10416667,7.241666667,9.845833333,214.3541667,4.745833333,0.002916667,46.11017047
