DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7252025,0,45.48282699984105,-115.03024899989049,1008.9,23.3,2.7,19.8,306,12.9,0.0,26
7252025,1,45.48282699984105,-115.03024899989049,1009.5,23.0,3.0,19.4,302,13.6,0.0,27
7252025,2,45.48282699984105,-115.03024899989049,1009.0,21.6,2.8,19.0,304,6.5,0.0,29
7252025,3,45.48282699984105,-115.03024899989049,1009.4,19.9,2.7,17.7,299,3.7,0.0,32
7252025,4,45.48282699984105,-115.03024899989049,1009.7,17.9,2.2,15.2,261,6.6,0.0,35
7252025,5,45.48282699984105,-115.03024899989049,1009.7,16.4,1.6,13.2,247,9.0,0.0,37
7252025,6,45.48282699984105,-115.03024899989049,1009.9,15.8,2.2,12.7,236,9.1,0.0,40
7252025,7,45.48282699984105,-115.03024899989049,1010.2,14.5,2.0,11.0,256,11.5,0.0,43
7252025,8,45.48282699984105,-115.03024899989049,1010.9,14.9,2.1,11.6,256,10.4,0.0,42
7252025,9,45.48282699984105,-115.03024899989049,1010.2,13.9,1.5,10.8,273,7.9,0.0,43
7252025,10,45.48282699984105,-115.03024899989049,1010.0,12.6,0.3,9.5,282,7.0,0.0,43
7252025,11,45.48282699984105,-115.03024899989049,1009.5,12.2,0.6,9.7,257,3.3,0.0,45
7252025,12,45.48282699984105,-115.03024899989049,1010.1,12.3,-1.2,9.5,248,3.9,0.0,39
7252025,13,45.48282699984105,-115.03024899989049,1010.8,12.1,-1.4,8.9,155,6.0,0.0,39
7252025,14,45.48282699984105,-115.03024899989049,1010.5,13.0,1.4,10.7,153,3.2,0.0,45
7252025,15,45.48282699984105,-115.03024899989049,1010.7,16.3,4.7,14.8,45,1.5,0.0,46
7252025,16,45.48282699984105,-115.03024899989049,1010.2,17.9,7.1,16.4,16,5.2,0.0,49
7252025,17,45.48282699984105,-115.03024899989049,1009.6,20.0,7.4,18.8,25,7.6,0.0,44
7252025,18,45.48282699984105,-115.03024899989049,1008.9,21.3,7.5,20.5,347,9.6,0.0,41
7252025,19,45.48282699984105,-115.03024899989049,1007.8,23.1,7.6,22.6,333,10.1,0.0,37
7252025,20,45.48282699984105,-115.03024899989049,1007.3,24.5,5.8,23.4,294,12.2,0.0,30
7252025,21,45.48282699984105,-115.03024899989049,1007.0,24.6,5.9,22.5,286,14.2,0.0,30
7252025,22,45.48282699984105,-115.03024899989049,1006.2,24.0,4.4,20.3,291,17.8,0.0,28
7252025,23,45.48282699984105,-115.03024899989049,1005.4,23.4,1.7,19.0,299,17.2,0.0,24
7252025,24,45.48282699984105,-115.03024899989049,1004.8,23.5,1.2,19.2,304,16.6,0.0,23
