DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7132025,0,41.5232060000007,-123.13578800000201,1005.2,29.3,2.6,26.9,13,4.8,0.0,18
7132025,1,41.5232060000007,-123.13578800000201,1005.8,26.8,4.6,24.4,304,7.8,0.0,24
7132025,2,41.5232060000007,-123.13578800000201,1007.0,25.3,6.0,22.8,288,10.2,0.0,29
7132025,3,41.5232060000007,-123.13578800000201,1008.9,21.9,7.7,20.1,293,8.2,0.0,40
7132025,4,41.5232060000007,-123.13578800000201,1011.0,17.9,6.1,16.1,325,5.7,0.0,46
7132025,5,41.5232060000007,-123.13578800000201,1012.8,17.2,5.2,15.3,360,5.0,0.0,45
7132025,6,41.5232060000007,-123.13578800000201,1013.3,16.8,4.5,14.9,29,4.5,0.0,44
7132025,7,41.5232060000007,-123.13578800000201,1013.7,16.7,4.1,14.6,51,5.1,0.0,43
7132025,8,41.5232060000007,-123.13578800000201,1014.0,16.6,3.7,14.4,69,5.0,0.0,42
7132025,9,41.5232060000007,-123.13578800000201,1014.1,16.3,3.7,13.9,71,6.5,0.0,43
7132025,10,41.5232060000007,-123.13578800000201,1014.3,15.8,4.2,13.6,73,6.0,0.0,46
7132025,11,41.5232060000007,-123.13578800000201,1014.5,15.8,4.2,13.7,70,5.4,0.0,46
7132025,12,41.5232060000007,-123.13578800000201,1014.6,15.8,3.3,13.5,70,5.4,0.0,43
7132025,13,41.5232060000007,-123.13578800000201,1015.0,15.4,2.9,13.0,68,5.8,0.0,43
7132025,14,41.5232060000007,-123.13578800000201,1014.9,17.0,4.4,14.7,71,6.5,0.0,43
7132025,15,41.5232060000007,-123.13578800000201,1013.9,21.2,4.7,19.1,69,6.2,0.0,34
7132025,16,41.5232060000007,-123.13578800000201,1012.5,24.1,4.0,21.8,63,6.4,0.0,27
7132025,17,41.5232060000007,-123.13578800000201,1011.1,26.3,2.3,24.0,63,7.2,0.0,21
7132025,18,41.5232060000007,-123.13578800000201,1010.0,27.8,1.3,26.2,66,7.9,0.0,18
7132025,19,41.5232060000007,-123.13578800000201,1008.8,29.2,0.8,28.2,72,8.3,0.0,16
7132025,20,41.5232060000007,-123.13578800000201,1007.5,30.6,1.0,30.1,68,7.8,0.0,15
7132025,21,41.5232060000007,-123.13578800000201,1006.4,32.1,2.2,32.2,54,6.2,0.0,15
7132025,22,41.5232060000007,-123.13578800000201,1005.4,32.7,2.7,32.6,45,6.1,0.0,15
7132025,23,41.5232060000007,-123.13578800000201,1005.3,29.7,2.9,27.4,108,4.6,0.0,18
7132025,24,41.5232060000007,-123.13578800000201,1006.1,30.0,3.1,28.0,60,2.9,0.0,18
