DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7252025,0,61.8945989727373,-147.1046453537405,1015.1,14.6,4.3,12.2,45,7.1,0.0,50
7252025,1,61.8945989727373,-147.1046453537405,1014.8,14.7,4.4,12.3,35,7.0,0.2,50
7252025,2,61.8945989727373,-147.1046453537405,1014.7,14.6,4.3,12.3,38,6.4,0.1,50
7252025,3,61.8945989727373,-147.1046453537405,1014.7,14.5,4.5,12.5,23,4.7,0.1,51
7252025,4,61.8945989727373,-147.1046453537405,1015.0,14.2,5.0,12.2,340,5.4,0.0,54
7252025,5,61.8945989727373,-147.1046453537405,1014.9,12.9,6.5,11.2,348,5.2,0.2,65
7252025,6,61.8945989727373,-147.1046453537405,1014.8,12.2,6.7,11.0,315,2.5,0.1,69
7252025,7,61.8945989727373,-147.1046453537405,1014.5,10.8,7.3,9.6,270,3.2,0.0,79
7252025,8,61.8945989727373,-147.1046453537405,1015.3,9.1,7.2,7.7,243,4.8,0.0,88
7252025,9,61.8945989727373,-147.1046453537405,1015.4,7.7,6.8,6.1,231,5.1,0.0,94
7252025,10,61.8945989727373,-147.1046453537405,1016.1,6.8,5.7,5.0,231,5.1,0.0,93
7252025,11,61.8945989727373,-147.1046453537405,1016.0,6.4,4.9,4.4,228,4.8,0.0,90
7252025,12,61.8945989727373,-147.1046453537405,1015.3,6.5,4.3,4.5,231,4.6,0.0,86
7252025,13,61.8945989727373,-147.1046453537405,1015.0,6.1,4.1,4.1,235,4.4,0.0,87
7252025,14,61.8945989727373,-147.1046453537405,1014.6,6.4,4.1,4.6,225,3.1,0.0,85
7252025,15,61.8945989727373,-147.1046453537405,1014.1,7.7,5.2,6.4,252,1.1,0.0,84
7252025,16,61.8945989727373,-147.1046453537405,1012.9,9.8,4.8,8.1,49,3.3,0.0,71
7252025,17,61.8945989727373,-147.1046453537405,1012.1,10.2,5.6,8.4,39,5.1,0.0,73
7252025,18,61.8945989727373,-147.1046453537405,1012.1,10.8,6.0,8.8,43,6.9,0.0,72
7252025,19,61.8945989727373,-147.1046453537405,1011.1,11.7,6.0,9.5,53,7.7,0.0,68
7252025,20,61.8945989727373,-147.1046453537405,1010.8,12.4,6.0,10.3,68,7.8,0.1,65
7252025,21,61.8945989727373,-147.1046453537405,1010.3,12.9,5.8,10.5,72,9.4,0.1,62
7252025,22,61.8945989727373,-147.1046453537405,1009.9,13.1,5.8,10.4,76,11.5,0.1,61
7252025,23,61.8945989727373,-147.1046453537405,1009.8,13.4,5.5,10.5,75,12.3,0.1,59
7252025,24,61.8945989727373,-147.1046453537405,1009.8,12.8,5.7,9.9,73,12.4,0.1,62
